lot_sale_year,auction_house,title,artist_name,object_type,pounds
1837,Christie's,"The Angel appearing to St. Joseph commands him to go into Egypt; an historical composition, well and skilfully drawn, and clear in tone",Guercino,Painting,99
1837,Christie's,"The Virgin, Child and St. John.  A duplicate is in the Parisian Museum, but less rich and full in the painting",Julio Romano,Painting,57
1837,Christie's,"The Virgin, with the Infant Christ, St. Jerome, St. James, St. John, and an armed warrior bearing a standard; a fine work by the master of Titian, obtained from Prince Cerbatoff",Giovanni Bellini,Painting,80
1837,Christie's,"The Virgin, Child, St. John, and St. Joseph; this composition has been repeated, which is not surprising, the subject being so agreeable and attractive",Annibal Carracci,Painting,80
1839,Christie's,Head of the Virgin,S. Ferrato,Painting,31
1839,Christie's,"Salvator Mundi, and the Magdalen:  a pair of copies",C. Dolce,Painting,19
1795,Skinner and Dyke,"The finding of Moses, and Companion, a pair",Zuccarelli,Painting,51
1837,Christie's,Portrait of Napoleon -- whole-length in robes; very highly finished,David,Painting,13
1837,Christie's,"An English park-scene, with a view of a mansion and a river; a clear picture",Wilson,Painting,13
1837,Christie's,"View of Benthiam Castle, with figures.  From Mr. Beckford's collection",Ruysdael,Painting,175
1836,Christie's,"A music-master entering an apartment, in which a lady is seated near a table with a guitar; the room is hung with pictures by Dutch masters, beautifully imitated",Riederback,Painting,18
1836,Christie's,"A frozen river, with many figures upon the ice; effect of moon rising and twilight",V. der Neer,Painting,17
1836,Christie's,"A Grand Upright Landscape, in which a river, straightened in its course through a mountainous district, is making its quiet way towards the front of the scene, where it falls in a strong cascade through massive rocky fragments. The higher grounds are embellished with wood, a cylindrical tower, and a dwelling at the edge of a precipice, and cattle on the opposite side of a stream; in the front three female peasants are about to return after milking their cows, which, with some goats, are near them.  This brilliant and exquisite chef d'oeuvre has ornamented the cabinets of M. Robit and George Hibbert, Esq.",Berghem,Painting,320
1801,Christie's,"Landscape and Figures -- Evening -- a View on the Tiber, near Rome, from the Palace Colonna; mentioned in the printed Catalogue of the Pictures of the Palace Colonna, [No. 378]",Claude Loraine,Painting,68
1801,Christie's,"Landscape with Figures -- the Entrance to L'Arriccia, near Rome.  This Picture and its Companion, when in the Corsini Palace, were esteemed the finest small Examples of the Master in Rome",Gaspar Poussin,Painting,252
1801,Christie's,"The Companion to the Former, a Woody Scene, a Shepherd leading his Flock -- out of the Picture -- striking [This Picture and its Companion, when in the Corsini Palace, were esteemed the finest small Examples of the Master in Rome]",Gaspar Poussin,Painting,252
1801,Christie's,"The Daughter of Herodias, with the Head of St. John the Baptist, a highly coloured Picture of the Master; in his Giorgione Manner; from the Guarda Roba of the Palace Doria, Rome",Titian,Painting,147
1840,Christie's,"A mother watching over her sleeping infant, in an oval, surrounded by a group of flowers; richly coloured",Bendixen,Painting,16
1787,Christie's,"Christ healing the blind, and driving the money changers out of the temple, a pair, equal to N. Poussin",Collombel,Painting,45
1840,Christie's,"Portait of Garrick, resting on a table, with a book in his hand; this admirable and interesting portrait was presented by Garrick to John Taylor, Esq., in 1771; an autograph letter from Garrick accompanies it",Sir N. Dance,Painting,19
1842,Christie's,"A Ruined Gothic Abbey.    From the Collection of W. Esdaille, Esq.",Van der Heyden,Painting,24
1842,Christie's,"A Landscape and Figures.     On the left, a mass of trees is opposed to an effect of sunshine, which illumines the middle and lower parts of the landscape.  Two pastoral figures are seated on the foreground, unconscious of the gatherine storm which the sky on the right hand side of the picture seems to portend.      The middle ground is occupied by Italian buildings, which form a promontory in the landscape;p the centre of which is traversed by a river, issuing from a lake that is seen in the distance.  A Shepherd is leading his cattle along a path that runs between the bold and broken foreground, and these buildings; probably the site of some ancient Roman Villa.       A grand composition.",Gaspar,Painting,150
1836,Christie's,"La Vierge a la Serviette; The Virgin and Child; a beautiful composition by Murillo, finished by his friend and pupil Villavizeneio",Murillo,Painting,35
1801,Coxe (Peter),Fighting Boors,Brouwer,Painting,19
1801,Coxe (Peter),"An Interior, a Man studying",J. de Koeninck,Painting,55
1801,Coxe (Peter),The Sacking of Rome,J. de Roore,Painting,13
1801,Coxe (Peter),The Grecian Daughter,Sir Peter Paul Rubens,Painting,278
1837,Christie's,"Mordecai; a scene in the street of the city, with numerous oriental figures; a richly coloured and rare specimen",Van Der Neer,Painting,58
1803,Denew (James),Inside of a Church,De Witt,Painting,23
1803,Denew (James),"An Historical subject, very fine",Carracci,Painting,74
1803,Denew (James),Galatea,Le Brun,Painting,44
1840,Christie's,A portrait,Denner,Painting,6
1837,Farebrother (Charles),"An Interior, with Horse, Figures, &c.; a highly finished and beautiful painting",Wouvermans,Painting,19
1837,Farebrother (Charles),"A very highly finished and beautiful painting, Mercury instructing Cupid; the style of Corregio is too well known to leave the slighest doubt as to the originality of this picture",Corregio,Painting,145
1837,Farebrother (Charles),"The Wise Men's Offering, with numerous Figures",P. Veronese,Painting,21
1837,Farebrother (Charles),Noah's Ark,Breughel,Painting,13
1837,Farebrother (Charles),"An Interior, with a Lady playing on the guitar; a beautiful specimen of this great master",Terbourg,Painting,48
1808,Robins (Henry J. & George Henry),Ditto [A pair of subjects from Milton's Paradise Lost],Giacomo del Po,Painting,14
1840,Christie's,[Untitled],Garofalo,Painting,115
1840,Christie's,St. Francis receiving the Stigmata.,Cigoli,Painting,14
1840,Christie's,"Jesus upon the Cross, on wood.  Bought from a suppressed Church of Lucca.",Ancient German School,Painting,38
1801,Christie's,A warm Landscape with a Lime Kiln and Figures,Both,Painting,16
1837,Christie's,"Clovelly, North Devon, with boats and figures on the shore","Daniell, R.A.",Painting,17
1819,Christie's,"A pair Historical, Edward and Eleonora, and companion, very elegant -- engraved",A. Kauffman,Painting,48
1840,Christie's,The companion picture,V. Staveren,Painting,10
1785,Christie's,"The explosion of a magazine and fishermen in a storm, a pair",Vernet,Painting,30
1803,Christie's,"Pair of Landscapes with many figures, Capital",Swaneveldt,Painting,40
